name,date_of_execution,duration_of_execution,seed,number_of_modules,number_of_max_qubits_per_module,number_of_max_gates_per_module,reduced_distance,maximum_allowed_weight,number_of_qubits_x_[row],number_of_qubits_y_[column],heuristic,qubit_modules,qubit_mapping,depth,total_qubits,gate_count,swap_count,t_count,qiskit_optimization_level,qiskit_depth,qiskit_total_qubits,qiskit_gate_count,qiskit_swap_count,qiskit_t_count
result23,2024-11-06 18:26:55,5.2359538078308105,2057,8,4,6,,5,100,100,False,"{0: [0, 1, 2, 3], 1: [4, 5, 6], 2: [1, 5, 10], 3: [7, 8], 4: [0, 9], 5: [0, 13, 14], 6: [4, 11, 12], 7: [7, 11, 15]}","[{0: [4950, 4951, 4850, 4851], 3: [5049, 5048], 1: [5050, 5051, 5151]}, {4: [4950, 4850], 2: [4951, 5051, 5151], 6: [5050, 5150, 5149]}, {5: [4950, 4952, 4951], 7: [5050, 5150, 5149]}]",10,12,37,1,14,2,9,16,37,0,14
result26,2024-11-06 18:30:02,13.61759090423584,2672,8,4,6,,5,100,100,False,"{0: [0, 1, 2], 1: [3, 4], 2: [5, 6, 7, 8], 3: [9, 10], 4: [10, 14], 5: [2, 7, 14], 6: [3, 9, 15, 16], 7: [5, 11, 12, 13]}","[{1: [4951, 5051], 3: [4851, 4850], 0: [5050, 5049, 4950], 2: [4948, 4848, 4849, 4949]}, {4: [4850, 4851], 6: [4951, 4852, 4952, 4752], 7: [4948, 4946, 4947, 4846]}, {5: [4950, 4850, 4851]}]",11,17,33,2,1,2,9,17,33,0,1
result27,2024-11-06 18:30:17,5.322947025299072,6067,8,4,6,,5,100,100,False,"{0: [0, 1], 1: [2, 3, 4], 2: [4, 10], 3: [1, 8, 9], 4: [8, 13, 14], 5: [5, 6, 7], 6: [0, 10], 7: [3, 5, 11, 12]}","[{5: [4949, 4849, 4850], 1: [4848, 4948, 5048], 0: [5049, 5050]}, {2: [5048, 5148], 3: [5050, 5051, 5052], 7: [4948, 4949, 4849, 4850]}, {6: [5049, 5149], 4: [5051, 5050, 4951]}]",9,13,35,1,8,2,8,15,35,0,8
result28,2024-11-06 18:30:24,5.661697864532471,2952,8,4,6,,5,100,100,False,"{0: [0, 1], 1: [0, 6], 2: [0, 9], 3: [1, 7], 4: [2, 3, 4, 5], 5: [3, 8], 6: [6, 10], 7: [3, 6]}","[{4: [4949, 4849, 5049, 5048], 0: [4850, 4851]}, {3: [4851, 4751], 1: [4850, 4950], 5: [4849, 4848]}, {2: [4850, 4750], 6: [4950, 4951]}, {7: [4849, 4850]}]",14,11,44,1,0,2,12,11,44,0,0
result29,2024-11-06 18:30:31,6.2987048625946045,5515,8,4,6,,5,100,100,False,"{0: [0, 1], 1: [2, 3, 4, 5], 2: [6, 7], 3: [0, 6, 12], 4: [5, 8], 5: [8, 13, 14], 6: [2, 9, 10, 11], 7: [4, 12]}","[{2: [5050, 5150], 0: [4950, 4951], 1: [4850, 4849, 4949, 4948]}, {4: [4948, 4848], 3: [4950, 5050, 5051], 6: [4850, 4750, 4751, 4651]}, {7: [5049, 5050], 5: [4848, 4849, 4749]}]",9,15,26,2,2,2,7,15,26,0,2
result30,2024-11-06 18:30:38,48.74363970756531,5538,8,4,6,,5,100,100,False,"{0: [0, 1, 2, 3], 1: [4, 5, 6, 7], 2: [8, 9, 10], 3: [7, 13, 14], 4: [3, 11, 12], 5: [1, 5, 15], 6: [6, 9, 16], 7: [11, 17, 18]}","[{2: [4848, 4849, 4850], 1: [5149, 5049, 4949, 5048], 0: [5151, 5050, 5051, 4951]}, {3: [5048, 5047, 5147], 5: [5050, 5049, 4950], 6: [4949, 4849, 4848], 4: [4951, 5051, 4851]}, {7: [5051, 4951, 4851]}]",12,15,38,0,10,2,7,19,38,0,10
result33,2024-11-06 18:34:28,6.125572919845581,8214,8,4,6,,5,100,100,False,"{0: [0, 1, 2], 1: [1, 9, 10], 2: [3, 4, 5], 3: [0, 3], 4: [9, 13, 14], 5: [2, 11], 6: [6, 7, 8], 7: [5, 6, 12]}","[{0: [5048, 4948, 4848], 6: [4950, 4849, 4850], 2: [5049, 4949, 5050]}, {5: [4848, 4847], 1: [4948, 4947, 4946], 3: [5048, 5049], 7: [5051, 4950, 5050]}, {4: [4947, 4847, 4747]}]",9,14,24,1,8,2,7,15,24,0,8
result35,2024-11-06 18:36:06,15.291946172714232,1561,8,4,6,,5,100,100,False,"{0: [0, 1], 1: [2, 3, 4, 5], 2: [6, 7, 8], 3: [0, 2, 14, 15], 4: [9, 10, 11], 5: [1, 12, 13], 6: [7, 11, 16, 17], 7: [10, 1]}","[{1: [4949, 4849, 4850, 4950], 0: [4948, 5048], 4: [5051, 5049, 5050], 2: [5148, 5150, 5149]}, {3: [4948, 4949, 5047, 4947], 5: [5048, 5148, 5147], 6: [5149, 5050, 5150, 5051]}, {7: [5049, 5048]}]",10,15,31,1,12,2,10,18,31,0,12
result36,2024-11-06 18:36:22,5.403573989868164,5743,8,4,6,,5,100,100,False,"{0: [0, 1, 2, 3], 1: [4, 5, 6], 2: [7, 8, 9, 10], 3: [11, 12, 13], 4: [3, 12, 14, 15], 5: [12, 16, 17], 6: [6, 15, 18], 7: [9, 13]}","[{1: [4951, 4851, 5051], 2: [4850, 4849, 4848, 4949], 0: [5149, 5151, 5150, 5050], 3: [5048, 5049, 4948]}, {7: [4848, 4948], 4: [5050, 5049, 5048, 4949]}, {6: [5050, 4950, 4949], 5: [5049, 5048, 5047]}]",12,16,43,2,12,2,7,19,43,0,12
result37,2024-11-06 18:36:29,22.243846893310547,689,8,4,6,,5,100,100,False,"{0: [0, 1, 2, 3], 1: [4, 5, 6, 7], 2: [7, 15, 16], 3: [8, 9, 10, 11], 4: [0, 12, 13, 14], 5: [15, 9], 6: [9, 18], 7: [2, 11, 17]}","[{0: [4948, 5048, 5049, 5149], 1: [5150, 5050, 4950, 4951], 3: [4850, 4851, 4849, 4949]}, {2: [4951, 4952, 5051], 7: [5049, 4949, 4849], 4: [4948, 5048, 5148, 5248]}, {5: [4852, 4851]}, {6: [4851, 4751]}]",15,18,35,1,7,2,12,19,35,0,7
result38,2024-11-06 18:36:54,12.237478971481323,7334,8,4,6,,5,100,100,False,"{0: [0, 1], 1: [1, 4, 5], 2: [2, 3], 3: [3, 7, 8], 4: [4, 10, 11], 5: [0, 6], 6: [1, 7], 7: [2, 9]}","[{0: [5049, 4949], 2: [5050, 4950]}, {5: [5049, 5149], 7: [5050, 5051], 1: [4949, 4749, 4849], 3: [4950, 4951, 4851]}, {6: [4950, 4951], 4: [4749, 4748, 4849]}]",8,11,26,1,1,2,8,12,26,0,1
result39,2024-11-06 18:37:09,11.121344089508057,4658,8,4,6,,5,100,100,False,"{0: [0, 1, 2, 3], 1: [2, 10, 11], 2: [4, 5, 6], 3: [7, 8, 9], 4: [10, 12, 13], 5: [11, 14, 15], 6: [5, 9, 12, 16], 7: [16, 17, 18, 19]}","[{0: [5048, 4948, 5049, 5149], 3: [4850, 4950, 5050], 2: [4951, 5051, 5151]}, {1: [5049, 4949, 4849]}, {4: [4949, 4948, 4947], 5: [4849, 4850, 4749]}, {6: [4950, 5050, 4948, 4949]}, {7: [4949, 4849, 4749, 4649]}]",14,15,38,2,1,2,8,20,38,0,1
result41,2024-11-06 18:38:52,8.256101846694946,6181,8,4,6,,5,100,100,False,"{0: [0, 1, 2, 3], 1: [4, 5, 6, 7], 2: [8, 9, 10, 11], 3: [12, 13, 14, 15], 4: [1, 14, 19], 5: [0, 6, 9], 6: [0, 20], 7: [2, 16, 17, 18]}","[{3: [4850, 4950, 4951, 4851], 2: [5050, 5049, 5048, 5148], 0: [5149, 5051, 5151, 5150], 1: [4849, 4848, 4949, 4948]}, {4: [5051, 4951, 5052], 5: [5149, 5049, 5048], 7: [5151, 5250, 5251, 5249]}, {6: [5149, 5049]}]",13,20,44,2,8,2,10,21,44,0,8
result42,2024-11-06 18:39:02,9.157931089401243,7752,8,4,6,,5,100,100,False,"{0: [0, 1], 1: [0, 9, 10], 2: [2, 3, 4], 3: [10, 13, 14], 4: [5, 6, 7, 8], 5: [1, 2], 6: [6, 11, 12], 7: [3, 5]}","[{4: [5049, 4949, 4849, 4950], 0: [5051, 5050], 2: [5150, 5149, 5148]}, {7: [5149, 5049], 5: [5050, 5150], 1: [5051, 4951, 5052], 6: [4949, 4948, 4848]}, {3: [5052, 4952, 4852]}]",7,15,30,0,0,2,6,15,30,0,0
result44,2024-11-06 18:40:42,6.953320026397705,9245,8,4,6,,5,100,100,False,"{0: [0, 1, 2, 3], 1: [1, 8], 2: [4, 5, 6, 7], 3: [6, 9, 10, 11], 4: [7, 12, 13], 5: [10, 14, 15], 6: [3, 9, 16], 7: [15, 17, 18]}","[{2: [4851, 4951, 4950, 5050], 0: [4849, 4949, 5049, 4850]}, {1: [4949, 4849], 4: [5050, 5150, 5149], 3: [4950, 4951, 5051, 5151]}, {6: [4850, 4951, 4851], 5: [5051, 5050, 5151]}, {7: [5151, 5051, 4951]}]",13,12,39,0,7,2,7,19,39,0,7
result45,2024-11-06 18:40:50,13.287407159805298,2813,8,4,6,,5,100,100,False,"{0: [0, 1, 2, 3], 1: [0, 12, 13, 14], 2: [12, 20, 21], 3: [4, 5, 6, 7], 4: [5, 15, 16], 5: [8, 9, 10, 11], 6: [7, 17, 18, 19], 7: [14, 10, 17, 22]}","[{5: [5048, 5049, 4949, 4948], 0: [4950, 4850, 4849, 4848], 3: [5150, 5151, 5051, 4951]}, {4: [5151, 5149, 5150], 1: [4950, 4850, 4750, 4751], 6: [4951, 4851, 4852, 4952]}, {7: [4950, 4949, 4851, 4951], 2: [4850, 4849, 4750]}]",9,18,40,3,4,2,5,23,40,0,4
result46,2024-11-06 18:41:05,12.30647897720337,97,8,4,6,,5,100,100,False,"{0: [0, 1, 2, 3], 1: [4, 5, 6], 2: [7, 8, 9], 3: [4, 13], 4: [2, 10, 11], 5: [0, 13, 16, 17], 6: [1, 8, 14, 15], 7: [3, 12]}","[{0: [5149, 5049, 5048, 4948], 1: [5150, 5051, 5151], 2: [4950, 4949, 4849]}, {3: [5150, 5250], 7: [4948, 4947], 4: [5048, 5047, 5147], 6: [5049, 4949, 4849, 4850]}, {5: [5149, 5150, 5050, 4950]}]",8,16,30,1,4,2,8,18,30,0,4
result51,2024-11-06 18:47:18,4.808933258056641,7843,8,4,6,,5,100,100,False,"{0: [0, 1], 1: [0, 6], 2: [2, 3, 4, 5], 3: [6, 9], 4: [3, 7], 5: [5, 8], 6: [0, 5], 7: [7, 10]}","[{2: [4948, 5048, 5148, 5149], 0: [5150, 5151]}, {1: [5150, 5250], 5: [5149, 5148], 4: [5048, 4948]}, {3: [5250, 5251], 7: [4948, 4848], 6: [5150, 5149]}]",10,9,34,0,7,2,9,11,34,0,7
result53,2024-11-06 18:48:54,10.669418096542358,5222,8,4,6,,5,100,100,False,"{0: [0, 1, 2], 1: [3, 4], 2: [5, 6, 7], 3: [5, 10, 11, 12], 4: [10, 15, 16, 17], 5: [4, 8, 9], 6: [1, 8], 7: [6, 4, 13, 14]}","[{0: [5048, 5049, 5050], 2: [4850, 4849, 4848], 1: [4948, 4949]}, {5: [4949, 4948, 4848], 3: [4850, 4851, 4751, 4750]}, {7: [4849, 4949, 5049, 5149], 6: [5048, 4948], 4: [4851, 4853, 4852, 4953]}]",11,15,35,1,0,2,7,18,35,0,0
result54,2024-11-06 18:49:06,5.0458080768585205,9200,8,4,6,,5,100,100,False,"{0: [0, 1, 2], 1: [0, 5, 6, 7], 2: [3, 4], 3: [7, 10], 4: [5, 11], 5: [6, 12], 6: [1, 8, 9], 7: [0, 3]}","[{0: [5049, 5050, 4950], 2: [4949, 4849]}, {6: [5050, 5151, 5051], 1: [5049, 4948, 5048, 5148]}, {4: [4948, 4848], 5: [5048, 5047], 3: [5148, 5149], 7: [5049, 4949]}]",7,13,27,0,0,2,7,13,27,0,0
result55,2024-11-06 18:49:13,6.966037034988403,539,8,4,6,,5,100,100,False,"{0: [0, 1, 2], 1: [3, 4], 2: [0, 9, 10], 3: [5, 6, 7, 8], 4: [4, 6], 5: [0, 5, 13], 6: [2, 11], 7: [8, 12]}","[{3: [4851, 4951, 4950, 4949], 0: [4850, 4849, 4848], 1: [5151, 5051]}, {6: [4848, 4849], 7: [4949, 4950], 4: [5051, 4951], 2: [4850, 4751, 4750]}, {5: [4850, 4851, 4750]}]",8,11,24,0,3,2,7,14,24,0,3
result56,2024-11-06 18:49:21,11.079317092895508,3420,8,4,6,,5,100,100,False,"{0: [0, 1, 2], 1: [3, 4, 5, 6], 2: [7, 8, 9, 10], 3: [11, 12, 13, 14], 4: [13, 18], 5: [2, 15, 16, 17], 6: [4, 8, 15], 7: [0, 11, 19]}","[{1: [4849, 4949, 4948, 5048], 3: [5151, 5150, 5149, 5148], 0: [5051, 5050, 5049], 2: [4951, 4950, 4851, 4850]}, {5: [5049, 5048, 5047, 4947], 4: [5149, 5249], 7: [5051, 5151, 5050]}, {6: [4949, 4948, 5048]}]",12,18,34,2,0,2,7,20,34,0,0
result57,2024-11-06 18:49:33,5.137537002563477,2636,8,4,6,,5,100,100,False,"{0: [0, 1, 2, 3], 1: [4, 5], 2: [5, 9], 3: [6, 7, 8], 4: [5, 10, 11], 5: [9, 12], 6: [2, 7, 9, 13], 7: [12, 14]}","[{0: [4850, 4851, 4951, 4950], 1: [5151, 5051], 3: [5049, 5050, 5150]}, {2: [5051, 5052]}, {5: [5052, 5152], 4: [5051, 5150, 5151]}, {7: [5152, 5252], 6: [4951, 5051, 5052, 4952]}]",9,13,33,1,7,2,9,15,33,0,7
result59,2024-11-06 18:51:10,4.324267148971558,4103,8,4,6,,5,100,100,False,"{0: [0, 1, 2], 1: [3, 4], 2: [5, 6, 7], 3: [5, 10], 4: [6, 11], 5: [0, 8], 6: [1, 9], 7: [3, 7, 9]}","[{0: [4849, 4948, 4848], 1: [4950, 5050], 2: [5048, 5049, 4949]}, {6: [4948, 4947], 3: [5048, 5148], 4: [5049, 5050], 5: [4849, 4749]}, {7: [4950, 4849, 4949]}]",11,11,27,3,8,2,9,12,27,0,8
result60,2024-11-06 18:51:15,4.916309118270874,3621,8,4,6,,5,100,100,False,"{0: [0, 1, 2], 1: [3, 4], 2: [3, 7], 3: [5, 6], 4: [4, 6, 8], 5: [2, 5], 6: [5, 9, 10], 7: [2, 11, 12, 13]}","[{0: [4949, 5049, 5048], 3: [4948, 4848], 1: [4850, 4849]}, {5: [5048, 4948], 2: [4850, 4851], 4: [4849, 4748, 4848]}, {6: [4948, 4949, 5049], 7: [5048, 5148, 5147, 5047]}]",9,12,30,1,8,2,7,14,30,0,8
result61,2024-11-06 18:51:21,6.062682151794434,7239,8,4,6,,5,100,100,False,"{0: [0, 1], 1: [2, 3, 4], 2: [1, 3], 3: [5, 6, 7, 8], 4: [7, 9, 10, 11], 5: [10, 14, 15], 6: [8, 12, 13], 7: [3, 14, 16]}","[{1: [5050, 5049, 5048], 0: [5148, 5149], 3: [4850, 4948, 4949, 4849]}, {6: [4849, 4848, 4748], 2: [5149, 5049], 4: [4949, 4950, 5048, 4948]}, {5: [5048, 4948, 4848]}, {7: [4949, 4948, 4848]}]",13,12,35,1,8,2,8,17,35,0,8
result62,2024-11-06 18:51:29,5.615646123886108,3479,8,4,6,,5,100,100,False,"{0: [0, 1], 1: [2, 3], 2: [4, 5, 6, 7], 3: [1, 4], 4: [3, 8, 9, 10], 5: [4, 12], 6: [1, 13], 7: [2, 7, 11]}","[{1: [4951, 5051], 0: [5050, 4950], 2: [4949, 4849, 4850, 4851]}, {3: [4950, 4949], 7: [4951, 4851, 4850], 4: [5051, 5152, 5151, 5052]}, {5: [4949, 4849], 6: [4950, 5050]}]",15,11,41,0,12,2,13,14,41,0,12
result63,2024-11-06 18:51:36,19.836693048477173,6880,8,4,6,,5,100,100,False,"{0: [0, 1, 2, 3], 1: [4, 5, 6], 2: [7, 8, 9, 10], 3: [2, 14, 15, 16], 4: [11, 12, 13], 5: [12, 18, 19, 20], 6: [8, 17], 7: [1, 4, 9, 11]}","[{1: [4948, 5048, 5148], 0: [4848, 4949, 4849, 4850], 4: [4950, 4951, 4851], 2: [5049, 5150, 5050, 5051]}, {6: [5150, 5149], 3: [4849, 4748, 4848, 4847], 7: [4948, 4949, 5049, 4950], 5: [4951, 4851, 4852, 4751]}]",10,19,34,3,8,2,7,21,34,0,8
result64,2024-11-06 18:51:57,4.675412178039551,9416,8,4,6,,5,100,100,False,"{0: [0, 1], 1: [1, 4], 2: [2, 3], 3: [3, 5, 6], 4: [4, 8, 9], 5: [2, 7], 6: [8, 2, 11], 7: [7, 10]}","[{0: [4949, 5049], 2: [5050, 4950]}, {5: [5050, 5150], 1: [5049, 4949], 3: [4950, 4952, 4951]}, {7: [5150, 5250], 4: [4949, 4849, 4850]}, {6: [4849, 4850, 4750]}]",18,11,32,2,6,2,9,12,32,0,6
result67,2024-11-06 18:55:03,12.811944961547852,6743,8,4,6,,5,100,100,False,"{0: [0, 1, 2, 3], 1: [4, 5, 6, 7], 2: [8, 9, 10, 11], 3: [12, 13, 14, 15], 4: [2, 16, 17, 18], 5: [5, 8], 6: [11, 14, 16, 19], 7: [18, 20, 21, 22]}","[{1: [4848, 4849, 4949, 4948], 0: [5048, 5049, 5050, 5051], 2: [4850, 4851, 4951, 4950], 3: [5148, 5149, 5150, 5151]}, {5: [4849, 4850], 4: [5050, 5049, 5151, 5051]}, {6: [4950, 5050, 5049, 4949], 7: [5051, 5150, 5151, 5250]}]",12,17,41,1,10,2,10,23,41,0,10
result68,2024-11-06 18:55:17,8.978657007217407,2791,8,4,6,,5,100,100,False,"{0: [0, 1, 2, 3], 1: [4, 5, 6, 7], 2: [0, 16, 17, 18], 3: [8, 9, 10, 11], 4: [4, 18, 11, 21], 5: [12, 13, 14, 15], 6: [21, 22, 23], 7: [3, 12, 19, 20]}","[{3: [5151, 5150, 5050, 4950], 0: [4849, 4848, 4948, 4949], 1: [4850, 4851, 4951, 5051], 5: [5049, 5048, 5148, 5149]}, {7: [4949, 5149, 5049, 5148], 2: [4849, 4749, 4948, 4848]}, {4: [4850, 4849, 4949, 4948]}, {6: [4948, 4947, 4847]}]",17,19,44,3,10,2,7,24,44,0,10
result70,2024-11-06 18:56:57,8.47525691986084,6719,8,4,6,,5,100,100,False,"{0: [0, 1], 1: [1, 8, 9], 2: [2, 3, 4], 3: [5, 6, 7], 4: [2, 7], 5: [6, 10], 6: [0, 6], 7: [10, 11, 12]}","[{3: [4850, 4849, 4949], 2: [5049, 5048, 5050], 0: [4848, 4948]}, {5: [4849, 4749], 4: [5049, 4949], 1: [4948, 4947, 5048]}, {6: [4848, 4849], 7: [4749, 4750, 4649]}]",13,12,39,0,7,2,11,13,39,0,7
result72,2024-11-06 18:58:38,5.771266937255859,2942,8,4,6,,5,100,100,False,"{0: [0, 1, 2, 3], 1: [4, 5, 6], 2: [2, 11, 12], 3: [3, 13, 14, 15], 4: [7, 8, 9, 10], 5: [3, 8, 16, 17], 6: [6, 11], 7: [3, 18, 19, 20]}","[{1: [5150, 4950, 5050], 4: [4850, 4849, 4848, 4948], 0: [5148, 5048, 5049, 4949]}, {2: [5049, 5149, 5048], 3: [4949, 4951, 4950, 4952]}, {6: [5050, 5049], 5: [4948, 4849, 4848, 4949]}, {7: [4948, 4848, 4748, 4648]}]",16,16,37,2,8,2,9,21,37,0,8
result74,2024-11-06 19:00:16,9.998512983322144,2450,8,4,6,,5,100,100,False,"{0: [0, 1, 2], 1: [3, 4, 5], 2: [3, 8], 3: [6, 7], 4: [2, 5], 5: [3, 11, 12, 13], 6: [4, 9, 10], 7: [1, 7]}","[{1: [4848, 5048, 4948], 3: [4950, 4850], 0: [5049, 4849, 4949]}, {2: [4848, 4847], 4: [4949, 4948], 7: [4849, 4850], 6: [5048, 5046, 5047]}, {5: [4848, 4648, 4748, 4548]}]",11,14,33,0,3,2,10,14,33,0,3
result78,2024-11-06 19:03:36,10.9632248878479,9426,8,4,6,,5,100,100,False,"{0: [0, 1, 2, 3], 1: [4, 5, 6], 2: [7, 8], 3: [2, 7, 13, 14], 4: [9, 10, 11], 5: [0, 10, 15], 6: [5, 12], 7: [11, 5]}","[{0: [4850, 4851, 4951, 4950], 2: [5051, 5050], 4: [4848, 4849, 4949], 1: [5149, 5049, 5048]}, {6: [5049, 5048], 5: [4850, 4849, 4750], 3: [4951, 5051, 5052, 5053]}, {7: [4949, 5049]}]",9,15,33,0,0,2,5,16,31,0,0
result81,2024-11-06 19:06:48,9.400121212005615,4697,8,4,6,,5,100,100,False,"{0: [0, 1], 1: [2, 3, 4, 5], 2: [0, 6, 7], 3: [6, 10, 11, 12], 4: [12, 13], 5: [10, 14], 6: [3, 8, 9], 7: [4, 6]}","[{1: [5048, 4948, 4848, 4949], 0: [4849, 4850]}, {2: [4849, 4950, 4850], 6: [4948, 5048, 5047]}, {3: [4950, 4750, 4850, 4849]}, {5: [4750, 4650], 4: [4849, 4749], 7: [4948, 4949]}]",11,11,23,2,9,2,6,15,21,0,7
result82,2024-11-06 19:07:01,50.95144510269165,6547,8,4,6,,5,100,100,False,"{0: [0, 1, 2, 3], 1: [4, 5], 2: [6, 7, 8], 3: [9, 10], 4: [11, 12, 13], 5: [5, 6], 6: [0, 9, 14], 7: [1, 7, 11]}","[{0: [4949, 4950, 4951, 4850], 3: [4849, 4848], 1: [4948, 5048], 2: [5049, 5050, 5051], 4: [5150, 5149, 5148]}, {7: [4950, 5050, 5150], 5: [5048, 5049], 6: [4948, 4849, 4949]}]",8,14,28,1,8,2,7,15,28,0,8
