name,date_of_execution,duration_of_execution,seed,number_of_modules,number_of_max_qubits_per_module,number_of_max_gates_per_module,reduced_distance,maximum_allowed_weight,number_of_qubits_x_[row],number_of_qubits_y_[column],heuristic,qubit_modules,qubit_mapping,depth,total_qubits,gate_count,swap_count,t_count,qiskit_optimization_level,qiskit_depth,qiskit_total_qubits,qiskit_gate_count,qiskit_swap_count,qiskit_t_count
result13,2024-11-06 14:37:00,25.33788537979126,8658,5,4,6,,5,100,100,False,"{0: [0, 1], 1: [1, 2, 3], 2: [2, 4], 3: [4, 5], 4: [2, 6]}","[{0: [4950, 4949]}, {1: [4949, 4749, 4849]}, {2: [4749, 4649]}, {4: [4749, 4849], 3: [4649, 4648]}]",12,6,20,0,0,3,11,7,20,0,0
result14,2024-11-06 14:37:42,24.547688245773315,6103,5,4,6,,5,100,100,False,"{0: [0, 1, 2], 1: [3, 4, 5], 2: [4, 6, 7], 3: [1, 3, 8], 4: [7, 9, 10, 11]}","[{1: [4948, 5049, 5048], 0: [4849, 4949, 4950]}, {2: [5049, 5047, 5048], 3: [4949, 4848, 4849]}, {4: [5048, 4848, 4948, 4748]}]",9,9,18,1,3,3,7,12,18,0,3
result15,2024-11-06 14:38:25,23.55941414833069,9378,5,4,6,,5,100,100,False,"{0: [0, 1], 1: [0, 6], 2: [1, 7], 3: [2, 3, 4, 5], 4: [0, 3]}","[{3: [4849, 4950, 4949, 4948], 0: [5050, 5051]}, {2: [5051, 5151], 1: [5050, 5049]}, {4: [5050, 4950]}]",10,8,17,0,0,3,10,8,17,0,0
result16,2024-11-06 14:39:06,30.963440418243408,9054,5,4,6,,5,100,100,False,"{0: [0, 1, 2, 3], 1: [4, 5, 6, 7], 2: [8, 9, 10], 3: [3, 7, 10], 4: [2, 11, 12]}","[{0: [4948, 5048, 5049, 5149], 1: [4849, 4949, 4950, 5050], 2: [5051, 5151, 5150]}, {3: [5149, 5150, 5151], 4: [5049, 5048, 4949]}]",6,11,25,2,7,3,5,13,25,0,7
result17,2024-11-06 14:39:54,28.66293740272522,6201,5,4,6,,5,100,100,False,"{0: [0, 1, 2, 3], 1: [4, 5, 6], 2: [7, 8, 9], 3: [2, 4, 10], 4: [1, 7, 11]}","[{1: [5150, 5050, 4950], 2: [5048, 4948, 4848], 0: [4949, 5049, 5149, 5148]}, {3: [5149, 5150, 5249], 4: [4949, 5048, 5049]}]",6,11,21,1,10,3,6,12,21,0,10
result18,2024-11-06 14:40:41,24.59524321556092,559,5,4,6,,5,100,100,False,"{0: [0, 1], 1: [0, 4], 2: [2, 3], 3: [2, 5], 4: [1, 2, 6, 7]}","[{0: [4949, 5049], 2: [5050, 4950]}, {1: [4949, 4950], 3: [5050, 5150]}, {4: [5049, 5050, 4949, 4950]}]",10,5,22,0,4,3,7,8,22,0,4
result20,2024-11-06 14:44:22,24.158920288085938,5656,5,4,6,,5,100,100,False,"{0: [0, 1, 2], 1: [3, 4], 2: [1, 3, 6], 3: [1, 7, 8], 4: [0, 5]}","[{1: [4850, 4849], 0: [4949, 4950, 5050]}, {4: [4949, 4948], 2: [4950, 4850, 5050]}, {3: [4950, 4850, 4750]}]",10,7,17,0,3,3,6,9,17,0,3
result21,2024-11-06 14:45:02,42.39300274848938,3988,5,4,6,,5,100,100,False,"{0: [0, 1, 2], 1: [3, 4, 5, 6], 2: [1, 5, 10, 11], 3: [7, 8, 9], 4: [3, 8, 12, 13]}","[{0: [5049, 4949, 4948], 3: [5150, 5050, 5051], 1: [4950, 4850, 4849, 4851]}, {2: [4949, 4850, 4849, 4749], 4: [4950, 5051, 4951, 4851]}]",8,12,21,2,0,3,6,14,21,0,0
result22,2024-11-06 14:46:05,23.68000817298889,262,5,4,6,,5,100,100,False,"{0: [0, 1, 2], 1: [3, 4, 5], 2: [1, 6, 7], 3: [1, 8], 4: [3, 8, 9, 10]}","[{1: [5049, 5048, 4948], 0: [4849, 4949, 4950]}, {2: [4949, 4849, 4749]}, {3: [4949, 4849]}, {4: [4948, 4849, 4848, 4749]}]",11,8,17,2,1,3,7,11,17,0,1
result24,2024-11-06 14:49:46,25.59472155570984,1049,5,4,6,,5,100,100,False,"{0: [0, 1, 2, 3], 1: [4, 5], 2: [6, 7, 8], 3: [0, 6, 9, 10], 4: [3, 5]}","[{1: [4951, 5051], 2: [4948, 5048, 5049], 0: [4949, 4950, 4850, 5050]}, {4: [5050, 5051], 3: [4949, 4848, 4849, 4850]}]",8,11,20,1,8,3,6,11,20,0,8
result26,2024-11-06 14:53:30,24.934626579284668,1613,5,4,6,,5,100,100,False,"{0: [0, 1, 2], 1: [3, 4], 2: [2, 4, 6], 3: [0, 5], 4: [0, 7]}","[{0: [4949, 5049, 5048], 1: [4848, 4948]}, {3: [4949, 5049], 2: [5048, 4948, 4848]}, {4: [4949, 4849]}]",9,6,20,0,3,3,9,8,20,0,3
result27,2024-11-06 14:54:13,28.03391742706299,6232,5,4,6,,5,100,100,False,"{0: [0, 1], 1: [1, 2, 3, 4], 2: [0, 5], 3: [3, 6, 7], 4: [7, 8]}","[{0: [4949, 4950]}, {2: [4949, 4849], 1: [4950, 4951, 4851, 4751]}, {3: [4851, 4751, 4651]}, {4: [4651, 4551]}]",12,8,21,0,2,3,6,9,21,0,2
result28,2024-11-06 14:54:57,35.4218225479126,8277,5,4,6,,5,100,100,False,"{0: [0, 1], 1: [1, 2, 3], 2: [0, 4, 5, 6], 3: [5, 7, 8], 4: [0, 9]}","[{0: [4950, 4949]}, {1: [4949, 4848, 4849], 2: [4950, 5050, 5051, 4951]}, {4: [4950, 4951], 3: [5051, 5150, 5151]}]",10,9,24,0,0,3,7,10,24,0,0
result30,2024-11-06 14:58:50,70.61856460571289,7861,5,4,6,,5,100,100,False,"{0: [0, 1], 1: [1, 5, 6, 7], 2: [6, 10, 11, 12], 3: [2, 3, 4], 4: [0, 4, 8, 9]}","[{3: [4849, 4949, 4950], 0: [5050, 5049]}, {4: [5051, 4950, 4951, 4850], 1: [5049, 5048, 5047, 5046]}, {2: [5047, 4847, 4947, 4747]}]",9,14,22,1,0,3,6,13,20,0,0
result31,2024-11-06 15:00:37,58.55291700363159,9880,5,4,6,,5,100,100,False,"{0: [0, 1, 2, 3], 1: [4, 5, 6], 2: [5, 7], 3: [4, 8, 9, 10], 4: [1, 4, 11]}","[{0: [4948, 5149, 5049, 5048], 1: [5150, 5151, 5050]}, {2: [5151, 5051], 3: [5150, 4950, 5050, 4949]}, {4: [5149, 5050, 5049]}]",9,10,18,1,1,3,6,12,18,0,1
result32,2024-11-06 15:01:58,28.70138144493103,2013,5,4,6,,5,100,100,False,"{0: [0, 1, 2], 1: [3, 4, 5, 6], 2: [2, 7], 3: [1, 6, 8], 4: [8, 9, 10]}","[{1: [4849, 4949, 4948, 5048], 0: [5050, 5049, 5149]}, {2: [5149, 5249], 3: [5049, 5048, 5148]}, {4: [5148, 5048, 4948]}]",10,9,23,0,7,3,7,11,23,0,7
result35,2024-11-06 15:08:46,31.763229370117188,5609,5,4,6,,5,100,100,False,"{0: [0, 1], 1: [1, 2, 3], 2: [3, 4, 5], 3: [3, 6, 7, 8], 4: [5, 9, 10]}","[{0: [4949, 4950]}, {1: [4950, 4750, 4850]}, {2: [4850, 4750, 4849]}, {4: [4849, 4949, 4848], 3: [4850, 4851, 4852, 4951]}]",9,9,14,0,1,3,5,11,14,0,1
result36,2024-11-06 15:09:36,48.63375782966614,3928,5,4,6,,5,100,100,False,"{0: [0, 1, 2], 1: [3, 4], 2: [4, 5, 6, 7], 3: [2, 3, 8], 4: [7, 9, 10]}","[{0: [5048, 5049, 4949], 1: [4849, 4850]}, {2: [4850, 4949, 4950, 5049], 3: [4948, 4849, 4848]}, {4: [5049, 4949, 4849]}]",10,8,22,1,5,3,6,11,22,0,5
result37,2024-11-06 15:10:59,61.73945236206055,4313,5,4,6,,5,100,100,False,"{0: [0, 1], 1: [1, 6, 7], 2: [2, 3, 4, 5], 3: [1, 8], 4: [7, 2, 9]}","[{2: [5049, 4949, 5048, 4948], 0: [5051, 5050]}, {1: [5050, 4950, 5051]}, {3: [5051, 5151], 4: [5050, 5049, 5149]}]",11,9,22,2,5,3,11,10,22,0,5
result38,2024-11-06 15:12:30,27.42996716499329,8623,5,4,6,,5,100,100,False,"{0: [0, 1, 2, 3], 1: [4, 5, 6], 2: [5, 7, 8], 3: [7, 9, 10, 11], 4: [2, 10]}","[{1: [5050, 5049, 5048], 0: [4850, 4849, 4949, 4848]}, {2: [5049, 5050, 5048]}, {3: [5050, 4850, 4950, 4951]}, {4: [4949, 4950]}]",16,9,22,0,5,3,9,12,22,0,5
result39,2024-11-06 15:13:18,25.9484543800354,9360,5,4,6,,5,100,100,False,"{0: [0, 1], 1: [0, 4], 2: [2, 3], 3: [4, 2, 5], 4: [4, 6]}","[{0: [5049, 4949], 2: [5050, 4950]}, {1: [5049, 4949]}, {3: [4949, 4950, 4850]}, {4: [4949, 4849]}]",12,6,22,1,0,3,9,7,20,0,0
result40,2024-11-06 15:14:01,44.0247163772583,8147,5,4,6,,5,100,100,False,"{0: [0, 1, 2], 1: [1, 3, 4], 2: [2, 5, 6], 3: [5, 9, 10], 4: [0, 7, 8]}","[{0: [4949, 4849, 4948]}, {1: [4849, 4850, 4750], 4: [4949, 5049, 5050], 2: [4948, 4947, 5047]}, {3: [4947, 4847, 4747]}]",12,11,25,0,10,3,11,11,25,0,10
result41,2024-11-06 15:15:03,82.94354033470154,8851,5,4,6,,5,100,100,False,"{0: [0, 1], 1: [1, 2, 3, 4], 2: [0, 5, 6, 7], 3: [7, 8, 9, 10], 4: [6, 11, 12, 13]}","[{0: [4950, 4949]}, {1: [4949, 5049, 5149, 5148], 2: [4950, 5050, 4849, 4850]}, {3: [4850, 4851, 4951, 5051], 4: [4849, 4848, 4948, 4949]}]",11,13,27,0,5,3,9,14,27,0,5
result42,2024-11-06 15:16:46,41.93349599838257,2030,5,4,6,,5,100,100,False,"{0: [0, 1, 2], 1: [3, 4, 5], 2: [1, 6, 7], 3: [5, 7, 8, 9], 4: [6, 10, 11, 12]}","[{1: [5048, 4948, 5049], 0: [4849, 4949, 4950]}, {2: [4949, 4849, 4749]}, {3: [4848, 4749, 4748, 4747], 4: [4849, 4850, 4950, 4750]}]",14,12,28,3,3,3,8,13,28,0,3
result43,2024-11-06 15:17:48,50.83130931854248,2688,5,4,6,,5,100,100,False,"{0: [0, 1, 2, 3], 1: [3, 8, 9, 10], 2: [10, 11, 12, 13], 3: [4, 5, 6, 7], 4: [9, 7, 14, 15]}","[{0: [5048, 5049, 5149, 4948], 3: [5051, 5050, 4950, 4949]}, {1: [4948, 4947, 4748, 4848]}, {4: [4748, 4749, 4750, 4650], 2: [4848, 4849, 4947, 4847]}]",12,16,28,2,13,3,8,16,28,0,13
result44,2024-11-06 15:19:01,25.7333664894104,7230,5,4,6,,5,100,100,False,"{0: [0, 1, 2, 3], 1: [4, 5], 2: [4, 6], 3: [5, 7, 8, 9], 4: [1, 7]}","[{1: [5051, 4951], 0: [5150, 4950, 5050, 5049]}, {2: [5051, 5151], 3: [4951, 4850, 4851, 4852]}, {4: [4950, 4850]}]",12,10,21,0,3,3,8,10,21,0,3
result45,2024-11-06 15:19:43,26.14479637145996,5584,5,4,6,,5,100,100,False,"{0: [0, 1, 2], 1: [3, 4, 5, 6], 2: [5, 7, 8, 9], 3: [2, 8], 4: [8, 10]}","[{1: [5150, 5149, 5049, 5050], 0: [4949, 4948, 5048]}, {2: [5049, 5050, 4849, 4949]}, {3: [4848, 4849]}, {4: [4849, 4749]}]",12,10,22,2,6,3,7,11,22,0,6
result47,2024-11-06 15:23:26,32.458781719207764,7680,5,4,6,,5,100,100,False,"{0: [0, 1, 2, 3], 1: [4, 5, 6, 7], 2: [2, 8, 9, 10], 3: [6, 10, 13, 14], 4: [3, 11, 12]}","[{1: [5150, 5149, 5049, 5050], 0: [4949, 4948, 5048, 5148]}, {4: [5148, 5348, 5248], 2: [5048, 5147, 5047, 5146]}, {3: [5049, 5047, 5048, 4947]}]",12,14,25,2,6,3,5,15,25,0,6
result48,2024-11-06 15:24:18,26.586405515670776,497,5,4,6,,5,100,100,False,"{0: [0, 1, 2], 1: [3, 4, 5, 6], 2: [2, 7], 3: [5, 8], 4: [4, 2]}","[{1: [5051, 5050, 4950, 4949], 0: [4948, 5048, 5049]}, {2: [5049, 5149], 3: [4950, 4951]}, {4: [5050, 5049]}]",8,9,15,0,1,3,7,9,15,0,1
result49,2024-11-06 15:25:00,25.1806161403656,2261,5,4,6,,5,100,100,False,"{0: [0, 1, 2], 1: [3, 4, 5], 2: [1, 6, 7], 3: [4, 8, 9], 4: [5, 6, 10]}","[{0: [5048, 4948, 4949], 1: [4850, 4849, 4848]}, {2: [4948, 5049, 5048], 3: [4849, 4950, 4949]}, {4: [4848, 4849, 4749]}]",11,9,26,2,0,3,7,11,26,0,0
result50,2024-11-06 15:26:00,54.13951897621155,1097,5,4,6,,5,100,100,False,"{0: [0, 1, 2], 1: [3, 4], 2: [0, 5, 6], 3: [1, 7], 4: [2, 3]}","[{0: [4949, 5048, 5049], 1: [5050, 4950]}, {3: [5048, 4948], 4: [5049, 5050], 2: [4949, 4850, 4950]}]",7,7,23,0,4,3,6,8,23,0,4
result52,2024-11-06 15:30:24,29.84219098091125,3281,5,4,6,,5,100,100,False,"{0: [0, 1, 2], 1: [3, 4, 5], 2: [4, 6, 7], 3: [0, 6], 4: [5, 8, 9, 10]}","[{0: [4849, 4848, 4948], 1: [4950, 4949, 5049]}, {2: [4949, 4950, 4948], 4: [5049, 5050, 5051, 4951]}, {3: [4849, 4850]}]",8,10,21,1,10,3,6,11,21,0,10
result53,2024-11-06 15:31:12,27.01986789703369,6699,5,4,6,,5,100,100,False,"{0: [0, 1, 2], 1: [2, 3, 4], 2: [4, 6, 7, 8], 3: [7, 9], 4: [1, 5]}","[{0: [4949, 4849, 4948]}, {4: [4849, 4749], 1: [4948, 4947, 5047]}, {2: [5047, 5046, 4847, 4947]}, {3: [4847, 4747]}]",17,9,26,0,7,3,11,10,26,0,7
result54,2024-11-06 15:31:59,26.3601176738739,9572,5,4,6,,5,100,100,False,"{0: [0, 1, 2, 3], 1: [0, 6, 7, 8], 2: [4, 5], 3: [3, 9], 4: [7, 4, 10]}","[{0: [4951, 4851, 4850, 4950], 2: [5051, 5050]}, {3: [4950, 5050], 1: [4951, 4851, 4953, 4952]}, {4: [4953, 4952, 4853]}]",10,9,19,2,0,3,5,11,17,0,0
result56,2024-11-06 15:35:45,78.42017865180969,2438,5,4,6,,5,100,100,False,"{0: [0, 1, 2], 1: [3, 4, 5, 6], 2: [6, 7, 8, 9], 3: [2, 3], 4: [5, 10, 11, 12]}","[{1: [5051, 5050, 4949, 4950], 0: [5149, 5150, 5151]}, {3: [5151, 5051], 2: [4950, 5050, 5049, 5149], 4: [4949, 4849, 4749, 4750]}]",10,11,23,0,0,3,7,13,23,0,0
result57,2024-11-06 15:37:22,26.43815898895264,284,5,4,6,,5,100,100,False,"{0: [0, 1], 1: [0, 2, 3], 2: [1, 4], 3: [4, 5], 4: [1, 6]}","[{0: [4950, 4949]}, {2: [4949, 5049], 1: [4950, 4850, 4750]}, {3: [5049, 5050], 4: [4949, 4849]}]",8,7,18,0,2,3,7,7,18,0,2
result58,2024-11-06 15:38:03,22.40989661216736,6131,5,4,6,,5,100,100,False,"{0: [0, 1, 2, 3], 1: [4, 5], 2: [6, 7, 8], 3: [5, 8, 9], 4: [2, 9]}","[{1: [5051, 4951], 2: [4850, 5050, 4950], 0: [5048, 4948, 4949, 4848]}, {3: [4951, 4950, 4850]}, {4: [4849, 4850]}]",8,10,17,1,0,3,6,10,17,0,0
result59,2024-11-06 15:38:41,34.39280080795288,1353,5,4,6,,5,100,100,False,"{0: [0, 1], 1: [1, 6, 7, 8], 2: [2, 3, 4, 5], 3: [5, 9, 10], 4: [8, 9, 11]}","[{2: [5048, 4948, 4949, 5049], 0: [5051, 5050]}, {1: [5050, 4950, 4850, 4849], 3: [5049, 4949, 4948]}, {4: [4849, 4949, 4948]}]",11,9,23,0,1,3,6,12,23,0,1
result60,2024-11-06 15:39:36,24.567448616027832,9566,5,4,6,,5,100,100,False,"{0: [0, 1, 2, 3], 1: [4, 5], 2: [6, 7], 3: [4, 8], 4: [0, 5, 7, 9]}","[{0: [4850, 4851, 4951, 4950], 1: [4848, 4849], 2: [5049, 4949]}, {3: [4848, 4948], 4: [4950, 4849, 4949, 4749]}]",7,10,19,1,2,3,6,10,19,0,2
result61,2024-11-06 15:40:18,24.266361951828003,7658,5,4,6,,5,100,100,False,"{0: [0, 1, 2], 1: [3, 4, 5, 6], 2: [2, 3, 9], 3: [7, 8], 4: [0, 8, 10]}","[{1: [4850, 4950, 4951, 4949], 3: [5049, 5048], 0: [4948, 4848, 4849]}, {4: [4948, 5048, 4949], 2: [4849, 4850, 4950]}]",7,9,16,0,1,3,6,11,16,0,1
result62,2024-11-06 15:41:19,62.36944818496704,4393,5,4,6,,5,100,100,False,"{0: [0, 1, 2, 3], 1: [1, 4, 5, 6], 2: [6, 7, 8], 3: [4, 9, 10], 4: [9, 11, 12]}","[{0: [5049, 5050, 4950, 4949]}, {1: [5050, 4850, 4950, 4750]}, {3: [4850, 4851, 4950], 2: [4750, 4751, 4749]}, {4: [4851, 4651, 4751]}]",14,10,24,0,9,3,9,13,24,0,9
result63,2024-11-06 15:42:57,37.24543523788452,854,5,4,6,,5,100,100,False,"{0: [0, 1, 2], 1: [3, 4, 5], 2: [1, 5, 9], 3: [6, 7, 8], 4: [1, 7]}","[{3: [4848, 4948, 5048], 1: [4849, 4850, 4950], 0: [5049, 4949, 5050]}, {2: [4949, 4950, 4850]}, {4: [4949, 4948]}]",11,9,19,0,7,3,8,10,19,0,7
result64,2024-11-06 15:43:52,25.673816680908203,1188,5,4,6,,5,100,100,False,"{0: [0, 1, 2, 3], 1: [4, 5], 2: [6, 7], 3: [0, 8], 4: [2, 5, 7]}","[{1: [4951, 5051], 2: [5149, 5049], 0: [5151, 5150, 5050, 4950]}, {3: [5151, 5152], 4: [5051, 5050, 5049]}]",7,9,22,2,0,3,7,9,22,0,0
result65,2024-11-06 15:44:36,23.94430017471313,1587,5,4,6,,5,100,100,False,"{0: [0, 1], 1: [0, 4], 2: [1, 5], 3: [2, 3], 4: [0, 3]}","[{0: [4949, 5049], 3: [5050, 4950]}, {1: [4949, 4948], 2: [5049, 5149]}, {4: [4949, 4950]}]",11,6,20,0,2,3,11,6,20,0,2
result66,2024-11-06 15:45:15,19.912459135055546,854,5,4,6,,5,100,100,False,"{0: [0, 1, 2], 1: [3, 4, 5], 2: [1, 5, 9], 3: [6, 7, 8], 4: [1, 7]}","[{3: [4950, 5050, 5049], 0: [4848, 4849, 4850], 1: [5048, 4948, 4949]}, {2: [4849, 4949, 4749]}, {4: [4849, 4850]}]",11,10,19,2,7,3,8,10,19,0,7
result67,2024-11-06 15:45:52,24.49585270881653,1405,5,4,6,,5,100,100,False,"{0: [0, 1, 2], 1: [3, 4], 2: [4, 6, 7], 3: [0, 5], 4: [3, 5, 8, 9]}","[{0: [4949, 5049, 5048], 1: [4849, 4850]}, {3: [4949, 4948], 2: [4850, 4851, 4951]}, {4: [4849, 4848, 4748, 4648]}]",10,11,22,1,3,3,9,10,22,0,3
result68,2024-11-06 15:46:35,54.16919279098511,1915,5,4,6,,5,100,100,False,"{0: [0, 1, 2, 3], 1: [4, 5, 6, 7], 2: [1, 8, 9, 10], 3: [3, 11], 4: [7, 8, 12]}","[{1: [4950, 5050, 5051, 5049], 0: [4850, 4949, 4849, 4848]}, {3: [4848, 4847], 2: [4949, 5050, 4950, 4951]}, {4: [5049, 5050, 4950]}]",12,10,22,0,1,3,7,13,22,0,1
result69,2024-11-06 15:48:06,51.74853992462158,6581,5,4,6,,5,100,100,False,"{0: [0, 1], 1: [0, 4], 2: [1, 5, 6, 7], 3: [2, 3], 4: [5, 2]}","[{0: [5049, 4949], 3: [4950, 5050]}, {1: [5049, 5050], 2: [4949, 4948, 5048, 5148]}, {4: [4948, 4949]}]",9,7,18,1,6,3,6,8,18,0,6
result70,2024-11-06 15:49:18,26.67607021331787,12,5,4,6,,5,100,100,False,"{0: [0, 1, 2], 1: [3, 4, 5, 6], 2: [4, 9], 3: [2, 7, 8], 4: [9, 7, 10, 11]}","[{1: [5051, 4951, 4851, 4850], 0: [5050, 5049, 4950]}, {3: [4950, 5051, 5050], 2: [4951, 4851]}, {4: [4851, 4951, 4651, 4751]}]",11,9,24,1,5,3,7,12,24,0,5
result71,2024-11-06 15:50:02,27.71158766746521,5835,5,4,6,,5,100,100,False,"{0: [0, 1, 2], 1: [3, 4, 5, 6], 2: [3, 7], 3: [0, 3], 4: [0, 8, 9, 10]}","[{1: [5150, 5149, 5049, 5050], 0: [5151, 5051, 4951]}, {2: [5150, 5050]}, {3: [5151, 5150]}, {4: [5151, 5051, 4951, 4851]}]",12,8,20,0,5,3,9,11,20,0,5
result72,2024-11-06 15:50:48,45.60127520561218,7380,5,4,6,,5,100,100,False,"{0: [0, 1, 2], 1: [3, 4, 5], 2: [6, 7, 8, 9], 3: [2, 3, 6, 10], 4: [9, 11]}","[{1: [5050, 5051, 4951], 2: [5149, 4948, 5048, 5148], 0: [4849, 4949, 5049]}, {4: [5148, 5048], 3: [5049, 5050, 5150, 5151]}]",6,12,18,1,3,3,6,12,18,0,3
result73,2024-11-06 15:52:10,52.5597620010376,8824,5,4,6,,5,100,100,False,"{0: [0, 1, 2, 3], 1: [4, 5], 2: [1, 6], 3: [2, 7, 8], 4: [5, 6, 9, 10]}","[{1: [5051, 4951], 0: [5050, 4950, 4850, 4851]}, {2: [4950, 4949], 3: [4850, 4851, 4852]}, {4: [4951, 4949, 4950, 4849]}]",9,9,25,0,10,3,6,11,25,0,10
result74,2024-11-06 15:53:37,25.40940833091736,8656,5,4,6,,5,100,100,False,"{0: [0, 1], 1: [1, 5, 6], 2: [2, 3, 4], 3: [5, 2, 7, 8], 4: [5, 9, 10, 11]}","[{2: [5050, 4950, 4850], 0: [4949, 5049]}, {1: [5049, 5048, 4949]}, {3: [5048, 4948, 4848, 4748]}, {4: [5048, 4948, 4848, 4748]}]",11,9,20,3,6,3,7,12,20,0,6
result75,2024-11-06 15:54:21,24.407947063446045,4749,5,4,6,,5,100,100,False,"{0: [0, 1, 2], 1: [1, 6, 7], 2: [3, 4, 5], 3: [2, 3], 4: [6, 8, 9, 10]}","[{2: [5048, 5049, 5050], 0: [4849, 4848, 4948]}, {3: [4948, 5048], 1: [4848, 4849, 4850]}, {4: [4849, 4649, 4749, 4549]}]",9,10,16,0,0,3,8,11,16,0,0
result76,2024-11-06 15:55:03,20.149566173553467,2666,5,4,6,,5,100,100,False,"{0: [0, 1, 2], 1: [3, 4, 5], 2: [1, 9, 10], 3: [6, 7, 8], 4: [4, 10, 8, 11]}","[{1: [4948, 5048, 5049], 3: [5050, 4950, 4949], 0: [4850, 4849, 4848]}, {2: [4849, 4749, 4649]}, {4: [4848, 4748, 4949, 4948]}]",10,12,19,4,5,3,6,12,19,0,5
